pk_teuna_fikt,mispar_rehev_fikt,SHNAT_TEUNA,HODESH_TEUNA,NEFAH,SHNAT_YITZUR,KIVUNE_NESIA,MATZAV_REHEV,SHIYUH_REHEV_LMS,NEZEK,SUG_REHEV_LMS,MEKOMOT_YESHIVA_LMS,MISHKAL_KOLEL_LMS,SUG_TIK
2023000021,2,2023,6,4,2015,2244,0,1,4,1,3,1,1
2023000021,1,2023,6,0,0,6622,0,1,4,15,99,0,1
2023062257,2,2023,7,12,2021,2222,0,1,1,11,33,11,1
2023062257,1,2023,7,9,2022,2222,0,1,1,1,5,2,1
2023088784,1,2023,5,0,0,0,0,1,4,16,99,0,1
2023070542,1,2023,7,4,2018,1122,0,1,1,19,99,1,1
2023026889,1,2023,7,8,2012,2211,0,1,3,1,3,1,1
2023079817,2,2023,6,13,2014,2244,0,1,4,11,36,11,1
2023079817,1,2023,6,0,0,2211,0,1,4,1,99,0,1
2023002076,1,2023,6,6,2014,3344,0,1,4,1,3,1,1
2023043579,1,2023,6,6,2009,0,0,1,4,1,99,,1
2023059360,2,2023,6,6,2017,4433,0,1,1,1,3,1,1
2023059360,1,2023,6,6,2010,2211,0,1,1,1,99,1,1
2023091270,2,2023,6,5,2020,3344,0,1,2,19,1,1,1
2023091270,1,2023,6,6,2008,2211,0,1,2,1,99,,1
2023057348,2,2023,6,0,0,2244,0,0,1,21,99,0,1
2023057348,1,2023,6,0,0,0,0,1,0,17,99,0,1
2023038866,2,2023,6,6,2021,2244,0,1,1,1,2,1,1
2023038866,1,2023,6,8,2015,2277,0,1,1,1,99,2,1
2023061125,1,2023,6,12,2020,4411,0,1,4,24,3,5,1
2023016598,2,2023,6,0,2017,3344,0,3,1,3,99,0,1
2023016598,1,2023,6,6,2015,2211,0,1,1,1,99,1,1
2023040470,1,2023,5,0,0,0,0,1,4,17,99,0,1
2023065848,3,2023,6,8,2016,2211,0,1,4,1,99,2,1
2023099472,2,2023,9,9,2017,2211,0,1,2,1,99,2,1
2023053925,1,2023,9,0,2023,2211,0,1,1,1,3,2,1
2023053925,2,2023,9,6,2011,2211,0,1,2,1,3,1,1
2023053925,3,2023,9,6,2011,2211,0,1,1,1,99,1,1
2023044545,1,2023,9,6,2006,3344,0,1,1,1,99,,1
2023044545,2,2023,9,6,2012,4433,0,1,1,1,3,1,1
2023039747,1,2023,9,12,2015,2211,0,1,1,1,99,,1
2023039747,2,2023,9,0,0,2211,0,1,1,23,99,0,1
2023065848,2,2023,6,4,2015,1350,0,1,4,1,3,1,1
2023065848,1,2023,6,0,0,4433,0,1,4,21,99,0,1
2023066795,2,2023,6,6,2004,1144,0,1,4,1,99,,1
2023066795,1,2023,6,5,2015,2211,0,1,4,1,3,1,1
2023068445,2,2023,6,6,2018,3311,0,1,1,1,3,1,1
2023068445,1,2023,6,9,2002,4433,0,1,1,2,6,2,1
2023081814,2,2023,6,8,2010,3344,0,1,2,1,3,2,1
2023081814,1,2023,6,0,0,2211,0,1,3,23,99,0,1
2023005031,1,2023,12,8,2013,3344,0,1,4,1,3,2,1
2023049561,1,2023,10,3,2015,3344,0,1,4,19,1,,1
2023099472,1,2023,9,6,2014,1122,0,1,2,1,3,1,1
2023080377,2,2023,4,9,2022,1122,0,1,1,1,99,2,1
2023087054,1,2023,8,0,0,3344,0,1,3,23,99,0,1
2023087054,2,2023,8,8,2017,4433,0,1,4,1,5,2,1
2023094047,1,2023,8,13,2017,4433,0,1,2,11,51,11,1
2023094047,2,2023,8,6,2008,1122,0,1,3,1,3,,1
2023048959,1,2023,8,6,2015,2211,0,1,4,1,3,1,1
2023048959,2,2023,8,4,2018,2211,0,1,1,19,1,,1
2023026830,1,2023,8,6,2018,4433,0,1,2,1,3,2,1
2023026830,2,2023,8,6,2011,4411,0,1,2,1,3,1,1
2023028873,1,2023,8,7,2021,3344,0,1,2,1,3,1,1
2023028873,2,2023,8,6,1998,0,0,1,3,1,99,,1
2023098187,1,2023,8,13,2020,2211,0,1,4,11,34,11,1
2023098187,2,2023,8,4,2018,4433,0,1,4,1,3,1,1
2023016892,1,2023,8,6,2008,1122,0,1,3,1,3,,1
2023016892,2,2023,8,9,2008,3344,0,1,2,3,3,2,1
2023035293,1,2023,8,6,2018,2211,0,1,1,1,3,1,1
2023035293,2,2023,8,2,2023,2211,0,1,1,9,1,1,1
2023002002,1,2023,8,0,0,3344,0,1,2,22,99,0,1
2023002002,2,2023,8,6,2000,2211,0,1,4,1,1,1,1
2023056609,1,2023,8,0,0,4433,0,1,1,15,99,0,1
2023056609,2,2023,8,6,2019,1122,0,1,1,1,3,2,1
2023035939,1,2023,8,9,2008,2211,0,1,4,3,3,2,1
2023054013,1,2023,8,7,2022,6666,0,1,4,1,3,1,1
2023054013,2,2023,8,8,2017,2266,0,1,4,1,3,2,1
2023057971,1,2023,8,6,2013,4433,0,1,4,1,99,1,1
2023057971,2,2023,8,13,2022,1122,0,1,4,11,51,12,1
2023044297,1,2023,8,12,2023,2244,0,1,4,11,51,11,1
2023026818,1,2023,8,0,0,4433,0,1,1,21,99,0,1
2023027117,1,2023,8,5,2023,2233,0,1,2,1,3,1,1
2023063522,1,2023,8,6,2008,3344,0,1,3,1,99,,1
2023037242,1,2023,8,8,2013,1350,0,1,1,1,5,2,1
2023037242,2,2023,8,6,2016,4433,0,1,2,1,99,1,1
2023058590,1,2023,8,8,2020,1122,0,1,1,1,3,2,1
2023012042,1,2023,8,6,2014,1122,0,1,1,1,3,1,1
2023012042,2,2023,8,7,2019,2244,0,1,4,1,5,2,1
2023044361,1,2023,8,3,2023,1122,0,1,4,10,1,,1
2023049561,2,2023,10,6,2005,3344,0,1,1,1,3,,1
2023061004,2,2023,8,0,0,2233,0,1,3,1,99,0,1
2023061004,1,2023,8,0,0,1122,0,6,4,3,99,0,1
2023048741,2,2023,8,6,2016,2211,0,1,4,1,99,1,1
2023048741,1,2023,8,9,2019,1122,0,1,4,3,3,2,1
2023037551,1,2023,8,8,2015,1133,0,1,4,1,3,2,1
2023091593,1,2023,8,5,2015,2255,0,1,4,1,3,1,1
2023066553,1,2023,8,5,2014,2211,0,1,4,1,3,1,1
2023084373,1,2023,6,4,2018,0,0,1,4,19,1,,1
2023011353,1,2023,8,0,0,0,0,1,0,8,99,0,1
2023034230,1,2023,8,13,2020,6622,0,1,1,11,51,13,1
2023012698,1,2023,8,6,2009,0,0,1,1,1,3,1,1
2023071782,1,2023,8,4,2018,1122,0,1,4,19,1,,1
2023040018,1,2023,8,0,0,1133,0,1,4,1,99,0,1
2023052318,2,2023,6,10,2022,0,0,1,4,1,6,2,1
2023052318,1,2023,6,0,0,0,0,1,4,23,99,0,1
2023030150,2,2023,8,7,2018,4433,0,1,1,1,3,1,1
2023030150,1,2023,8,6,2019,3344,0,1,1,1,3,2,1
2023036032,1,2023,8,6,2016,2211,0,1,4,1,3,1,1
2023012593,1,2023,7,6,2011,0,0,1,4,1,3,1,1
2023036418,2,2023,7,2,2012,2244,0,1,1,9,1,1,1
2023036418,1,2023,7,6,2022,7777,0,1,1,1,3,1,1
2023098484,2,2023,7,9,2009,0,0,1,2,3,3,3,1
2023098484,1,2023,7,7,2023,3344,0,1,2,1,3,1,1
2023092377,2,2023,7,2,2013,1122,0,1,1,10,1,1,1
2023092377,1,2023,7,9,2022,2211,0,1,4,24,4,3,1
2023046216,2,2023,5,6,2022,0,0,1,1,12,3,1,1
2023046216,1,2023,5,6,2015,0,0,1,1,1,99,1,1
2023061191,1,2023,7,9,2020,4411,0,1,1,3,3,2,1
2023016578,1,2023,7,13,2022,0,0,1,4,6,99,14,1
2023097214,2,2023,7,6,2008,4433,0,1,4,1,99,,1
2023097214,1,2023,7,8,2016,4433,0,1,4,1,3,2,1
2023058455,2,2023,7,6,2023,2222,0,1,1,1,3,1,1
2023058455,1,2023,7,6,2021,2222,0,1,1,1,99,1,1
2023098641,1,2023,8,0,0,2211,0,1,1,23,99,0,1
2023098641,2,2023,8,0,0,1122,0,1,1,21,99,0,1
2023054352,1,2023,8,6,2006,1122,0,1,2,1,99,1,1
2023054352,2,2023,8,4,2017,3344,0,1,2,1,3,1,1
2023062854,1,2023,8,9,2017,1122,0,1,1,24,4,5,1
2023016826,1,2023,8,8,2023,2233,0,1,1,1,2,1,1
2023016826,2,2023,8,9,2018,1122,0,1,1,3,3,2,1
2023031995,1,2023,8,4,2022,2277,0,1,4,19,1,1,1
2023031995,2,2023,8,9,2017,1144,0,1,4,24,99,4,1
2023031995,3,2023,8,12,2021,1350,0,1,4,5,99,10,1
2023046356,1,2023,8,5,2022,3344,0,1,2,1,5,2,1
2023046356,2,2023,8,2,2013,4433,0,1,2,10,1,,1
2023070241,1,2023,8,6,2017,1122,0,1,4,1,3,1,1
2023070241,2,2023,8,6,2020,2233,0,1,4,2,3,2,1
2023006437,1,2023,8,9,2018,2211,0,1,1,24,4,4,1
2023006437,2,2023,8,5,2021,4433,0,1,1,1,3,1,1
2023008803,1,2023,8,2,2018,6677,0,1,1,9,1,,1
2023008803,2,2023,8,6,2005,6644,0,1,1,1,99,,1
2023012314,1,2023,8,7,2016,2244,0,1,4,1,3,1,1
2023012314,2,2023,8,6,2020,1122,0,1,4,1,3,1,1
2023033231,1,2023,8,10,2008,2211,0,1,3,1,99,,1
2023029929,1,2023,9,6,2010,3344,0,1,4,1,99,1,1
2023024253,1,2023,9,6,2009,2244,0,1,4,1,99,1,1
2023024253,2,2023,9,8,2019,4433,0,1,1,1,5,2,1
2023068875,1,2023,8,2,2017,0,0,1,4,10,1,,1
2023088767,1,2023,9,8,2019,1122,0,1,1,1,3,2,1
2023088767,2,2023,9,2,2019,2211,0,1,4,9,1,,1
2023045000,1,2023,9,6,2021,3311,0,1,1,2,3,2,1
2023062083,1,2023,9,0,0,2211,0,1,4,15,99,0,1
2023062083,2,2023,9,0,0,2211,0,1,4,17,99,0,1
2023050150,1,2023,9,2,2022,1122,0,1,4,10,1,,1
2023050150,2,2023,9,0,0,1122,0,1,4,17,99,0,1
2023050150,3,2023,9,9,2015,1122,0,1,4,18,13,3,1
2023001000,1,2023,9,13,2017,4422,0,1,1,11,51,11,1
2023001000,2,2023,9,5,2020,3344,0,1,2,1,3,1,1
2023001000,3,2023,9,7,2023,4422,0,1,1,12,3,1,1
2023083773,1,2023,8,0,0,0,0,6,4,13,99,0,1
2023083773,2,2023,8,4,2015,0,0,1,4,19,1,1,1
2023034890,1,2023,9,6,2021,6644,0,1,1,1,99,1,1
2023034890,2,2023,9,6,2010,2233,0,1,1,1,99,1,1
2023034890,3,2023,9,2,2023,6688,0,1,1,9,1,,1
2023031757,1,2023,9,4,2018,3344,0,1,4,1,3,1,1
2023000311,1,2023,9,0,0,3344,0,1,4,21,99,0,1
2023000311,2,2023,9,4,2020,1177,0,1,1,19,1,,1
2023027392,1,2023,9,0,0,0,0,1,0,17,99,0,1
2023027392,2,2023,9,0,0,4433,0,1,4,21,99,0,1
2023065929,1,2023,10,9,2009,0,0,1,4,1,3,1,1
2023065929,2,2023,10,6,2011,0,0,1,4,1,3,1,1
2023003483,1,2023,9,6,2015,1122,0,1,1,1,3,1,1
2023003483,2,2023,9,8,2011,4422,0,1,1,1,99,2,1
2023095118,1,2023,10,3,2022,3344,0,1,1,10,1,1,1
2023095118,2,2023,10,0,0,0,0,1,0,17,99,0,1
2023007423,1,2023,9,6,2023,2244,0,1,4,1,3,2,1
2023007423,2,2023,9,9,2013,6677,0,1,4,1,3,2,1
2023048721,1,2023,10,6,2015,3344,0,1,4,1,3,1,1
2023067966,1,2023,10,6,2009,2211,0,1,1,1,99,1,1
2023067966,2,2023,10,0,2020,2211,0,3,1,1,99,0,1
2023067966,3,2023,10,6,2010,2211,0,1,1,1,3,1,1
2023069029,1,2023,10,5,2014,2244,0,1,2,1,3,1,1
2023069029,2,2023,10,9,2023,3344,0,1,1,24,99,3,1
2023031930,1,2023,10,6,2021,3344,0,1,1,1,3,1,1
2023031930,2,2023,10,6,2010,3344,0,1,1,1,3,1,1
2023002499,1,2023,10,6,2010,2211,0,1,4,1,99,1,1
2023088275,1,2023,10,4,2022,2222,0,1,4,19,1,,1
2023080714,1,2023,10,6,2008,1122,0,1,3,1,3,,1
2023076518,1,2023,10,2,2021,1122,0,1,2,9,1,,1
2023058988,1,2023,9,8,2018,2211,0,1,1,1,3,2,1
2023058988,2,2023,9,6,2005,1144,0,1,1,1,99,,1
2023095769,1,2023,9,8,2014,2211,0,1,4,1,99,2,1
2023034448,1,2023,10,0,0,0,0,1,4,21,99,0,1
2023034448,2,2023,10,6,2015,1350,0,1,4,1,3,1,1
2023043953,1,2023,10,12,2018,2211,0,1,1,11,38,11,1
2023043953,2,2023,10,6,2008,3344,0,1,2,1,3,,1
2023026433,1,2023,9,0,0,4433,0,1,4,15,99,0,1
2023026433,2,2023,9,0,0,0,0,1,0,17,99,0,1
2023032220,1,2023,10,5,2019,1122,0,1,2,1,3,1,1
2023018085,1,2023,10,6,1999,6677,0,1,1,1,99,,1
2023018085,2,2023,10,6,2007,4422,0,1,4,1,99,,1
2023002502,1,2023,10,8,2010,1122,0,1,1,1,4,2,1
2023002502,2,2023,10,6,2023,2211,0,1,1,1,3,1,1
2023057725,1,2023,8,3,2017,0,0,1,4,19,99,1,1
2023097084,1,2023,10,6,2003,3344,0,1,1,1,99,,1
2023005350,1,2023,10,0,0,4433,0,1,4,17,99,0,1
2023005350,2,2023,10,0,0,4433,0,1,1,15,99,0,1
2023095315,1,2023,10,0,0,0,0,1,0,15,99,0,1
2023095315,2,2023,10,6,2009,0,0,1,4,1,3,1,1
2023085994,1,2023,10,6,2017,2211,0,1,4,1,3,1,1
2023056601,1,2023,10,3,2022,0,0,1,4,10,1,,1
2023056601,2,2023,10,3,2022,0,0,1,4,10,1,,1
2023028709,1,2023,10,0,0,1122,0,1,1,14,99,0,1
2023001599,1,2023,4,6,2008,0,0,1,4,1,99,,1
2023047454,1,2023,10,5,2022,2211,0,1,4,21,5,2,1
2023047454,2,2023,10,0,0,3344,0,1,4,15,99,0,1
2023038133,1,2023,9,4,2020,1177,0,1,1,19,1,,1
2023038133,2,2023,9,0,0,3344,0,1,2,21,99,0,1
2023039076,1,2023,10,5,2011,4422,0,1,4,1,3,1,1
2023039076,2,2023,10,6,2017,3344,0,1,4,1,3,1,1
2023014674,1,2023,8,6,2011,0,0,1,4,1,3,1,1
2023016331,1,2023,10,6,2010,4433,0,1,1,1,3,1,1
2023016331,2,2023,10,6,2022,1122,0,1,1,1,3,1,1
2023042888,1,2023,5,3,2021,0,0,1,1,10,99,,1
2023067744,1,2023,5,6,2011,2211,0,1,1,1,3,1,1
2023067744,2,2023,5,8,2018,2233,0,1,4,1,99,1,1
2023011661,1,2023,10,10,2016,2211,0,1,1,1,6,2,1
2023011661,2,2023,10,8,2022,3344,0,1,1,1,3,2,1
2023078849,1,2023,10,6,2023,4433,0,1,3,1,3,1,1
2023078849,2,2023,10,6,2010,4433,0,1,2,1,3,1,1
2023037072,1,2023,10,5,2017,1122,0,1,1,1,3,1,1
2023092036,1,2023,10,4,2014,3344,0,1,3,19,99,1,1
2023092036,2,2023,10,0,0,2211,0,1,3,21,99,0,1
2023044311,1,2023,10,13,2021,4433,0,1,4,7,99,17,1
2023030151,1,2023,10,7,2017,2211,0,1,4,1,3,1,1
2023030151,2,2023,10,5,2018,1122,0,1,4,1,3,1,1
2023053117,1,2023,11,6,2010,3344,0,1,1,1,3,1,1
2023053117,2,2023,11,4,2023,1144,0,1,1,1,3,1,1
2023000490,1,2023,11,9,2015,3344,0,1,1,1,3,2,1
2023000490,2,2023,11,0,2023,4422,0,3,1,2,99,0,1
2023079577,1,2023,11,5,2014,4433,0,1,3,1,3,1,1
2023059252,1,2023,11,0,0,2211,0,1,4,17,99,0,1
2023059252,2,2023,11,0,2021,3344,0,1,1,8,2,,1
2023084333,1,2023,11,4,2022,4422,0,1,4,14,1,1,1
2023084333,2,2023,11,6,2023,3344,0,1,1,1,3,1,1
2023051838,1,2023,9,0,0,0,0,1,4,21,99,0,1
2023003111,1,2023,9,0,2018,3344,0,1,3,8,2,,1
2023003111,2,2023,9,5,2014,4444,0,1,1,1,3,1,1
2023003111,3,2023,9,6,2021,4433,0,1,3,1,3,1,1
2023016258,1,2023,9,0,0,6622,0,1,4,17,99,0,1
2023011830,1,2023,9,6,2012,4433,0,1,1,1,3,1,1
2023011830,2,2023,9,5,2012,1122,0,1,4,1,3,1,1
2023009945,1,2023,9,6,2017,4433,0,1,1,2,99,2,1
2023003782,1,2023,9,7,2003,2211,0,1,1,1,99,,1
2023003782,2,2023,9,6,2016,1144,0,1,3,1,3,1,1
2023013150,1,2023,9,0,2022,0,0,1,4,11,37,12,1
2023045323,1,2023,8,8,2019,0,0,1,1,24,99,3,1
2023045323,2,2023,8,0,0,0,0,1,0,21,99,0,1
2023039222,1,2023,11,6,2022,3344,0,1,1,12,3,1,1
2023039222,2,2023,11,0,0,1122,0,1,1,23,99,0,1
2023062528,1,2023,11,12,2021,2222,0,1,4,11,34,11,1
2023014559,1,2023,11,0,0,2211,0,1,1,23,99,0,1
2023014559,2,2023,11,5,2016,2211,0,1,1,1,3,1,1
2023073163,1,2023,11,4,2020,2211,0,1,4,14,99,1,1
2023073163,2,2023,11,0,2020,1122,0,3,1,3,99,0,1
2023061202,1,2023,11,2,2019,1122,0,1,1,10,1,,1
2023089996,1,2023,6,6,2018,2211,0,1,4,1,3,1,1
2023036152,1,2023,11,7,2013,2211,0,1,3,1,3,2,1
2023036152,2,2023,11,8,2017,2211,0,1,4,1,5,2,1
2023023188,1,2023,11,0,0,2211,0,1,3,23,99,0,1
2023023188,2,2023,11,4,2017,2211,0,1,4,19,1,,1
2023074140,1,2023,11,6,2018,2211,0,1,2,1,3,1,1
2023074140,2,2023,11,5,1988,1144,0,1,2,1,2,1,1
2023033065,1,2023,11,4,2019,4433,0,1,2,14,99,1,1
2023043459,1,2023,11,6,2020,4433,0,1,1,1,3,1,1
2023043459,2,2023,11,6,2010,4433,0,1,2,1,3,1,1
2023067760,1,2023,11,8,2020,2211,0,1,1,1,5,2,1
2023061818,1,2023,11,8,2021,2211,0,1,2,12,3,2,1
2023061818,2,2023,11,13,2017,1350,0,1,2,6,99,13,1
2023047731,1,2023,11,6,2007,4433,0,1,2,1,99,,1
2023047731,2,2023,11,0,0,3344,0,1,2,21,99,0,1
2023089572,1,2023,11,6,2013,1122,0,1,2,1,3,1,1
2023089572,2,2023,11,6,2017,2211,0,1,2,1,3,1,1
2023089572,3,2023,11,6,2018,1122,0,1,4,1,3,2,1
2023062213,1,2023,11,11,2022,1350,0,1,1,25,99,8,1
2023062213,2,2023,11,6,2010,3344,0,1,3,1,99,1,1
2023074495,1,2023,11,8,2008,2211,0,1,3,1,4,1,1
2023034363,1,2023,11,6,2022,2211,0,1,1,1,99,1,1
2023036645,1,2023,11,6,2019,2244,0,1,4,1,3,2,1
2023084679,1,2023,11,6,2019,1350,0,1,4,1,3,1,1
2023084679,2,2023,11,2,2018,4433,0,1,4,9,99,1,1
2023013832,1,2023,11,6,2019,1144,0,1,1,2,3,2,1
2023014210,1,2023,11,7,2008,3344,0,1,4,1,4,1,1
2023014210,2,2023,11,7,2018,1122,0,1,4,1,5,2,1
2023026101,1,2023,11,0,0,3344,0,1,4,21,99,0,1
2023026101,2,2023,11,2,2017,1122,0,1,1,9,1,,1
2023061916,1,2023,11,8,2021,3344,0,1,4,1,3,1,1
2023054566,1,2023,11,1,2022,2266,0,1,4,11,33,11,1
2023061783,1,2023,11,11,2006,4433,0,1,1,2,5,2,1
2023061783,2,2023,11,5,2023,2211,0,1,4,19,1,1,1
2023009946,1,2023,11,6,2008,4433,0,1,1,1,99,,1
2023009946,2,2023,11,6,2017,4433,0,1,1,1,3,1,1
2023009946,3,2023,11,4,2021,4433,0,1,4,1,3,1,1
2023074951,1,2023,11,2,2013,1122,0,1,2,9,1,1,1
2023074951,2,2023,11,0,2021,4433,0,3,4,3,99,0,1
2023013980,1,2023,11,2,2018,3344,0,1,4,9,1,,1
2023035031,1,2023,11,0,0,4433,0,1,4,21,99,0,1
2023052970,1,2023,11,6,2012,4433,0,1,1,1,99,1,1
2023052970,2,2023,11,6,2011,2211,0,1,1,1,3,1,1
2023043892,1,2023,11,12,2022,2277,0,1,4,11,51,11,1
2023035768,1,2023,11,5,2017,4433,0,1,3,1,3,1,1
2023035768,2,2023,11,6,2001,3344,0,1,3,1,99,,1
2023079632,1,2023,11,6,2021,4433,0,1,1,1,3,2,1
2023051005,1,2023,11,13,2018,2211,0,1,4,11,35,11,1
2023059199,1,2023,11,8,2017,2211,0,1,1,1,99,1,1
2023059199,2,2023,11,8,2017,1122,0,1,3,1,3,2,1
2023059199,3,2023,11,0,0,1122,0,1,1,15,99,0,1
2023059199,4,2023,11,6,2019,1122,0,1,3,1,99,1,1
2023066645,1,2023,11,8,2022,3344,0,1,1,1,3,2,1
2023066645,2,2023,11,3,2020,1122,0,1,1,10,1,,1
2023047293,1,2023,11,10,2009,3344,0,1,1,1,99,2,1
2023047293,2,2023,11,6,2016,4422,0,1,2,1,3,1,1
2023037645,1,2023,11,13,2021,2211,0,1,1,11,33,11,1
2023088734,1,2023,11,6,2007,4422,0,1,2,1,99,,1
2023088734,2,2023,11,8,2017,3344,0,1,3,1,3,1,1
2023088734,3,2023,11,8,2014,3344,0,1,1,1,3,1,1
2023088734,4,2023,11,6,2013,2211,0,1,1,1,3,1,1
2023070929,2,2023,11,6,2018,2211,0,1,1,1,3,1,1
2023057851,1,2023,11,6,2023,1122,0,1,3,1,3,2,1
2023057851,2,2023,11,6,2015,1122,0,1,3,1,3,1,1
2023099914,1,2023,11,7,2021,1350,0,1,2,1,3,1,1
2023099914,2,2023,11,6,2019,1350,0,1,3,1,3,1,1
2023099914,3,2023,11,6,2007,4433,0,1,3,1,99,,1
2023047942,1,2023,10,5,2021,2222,0,1,4,1,3,1,1
2023028515,1,2023,11,2,2019,0,0,1,4,9,1,,1
2023055936,1,2023,11,5,2018,2211,0,1,1,1,3,1,1
2023055936,2,2023,11,6,2010,1144,0,1,1,1,99,1,1
