pk_teuna_fikt,mispar_rehev_fikt,SHNAT_TEUNA,HODESH_TEUNA,NEFAH,SHNAT_YITZUR,KIVUNE_NESIA,MATZAV_REHEV,SHIYUH_REHEV_LMS,NEZEK,SUG_REHEV_LMS,MEKOMOT_YESHIVA_LMS,MISHKAL_KOLEL_LMS,SUG_TIK
2023039365,2,2023,7,0,0,0,0,1,4,17,99,0,3
2023092731,1,2023,7,12,2018,0,0,1,4,11,51,11,3
2023092731,2,2023,7,0,0,0,0,1,4,23,99,0,3
2023044294,1,2023,7,0,0,0,0,1,0,17,99,0,3
2023044294,2,2023,7,7,2010,0,0,1,4,1,3,1,3
2023051903,1,2023,6,6,2015,0,0,1,1,1,3,1,3
2023051903,2,2023,6,6,2008,0,0,1,4,1,4,,3
2023064254,1,2023,7,5,2011,0,0,1,4,1,3,1,3
2023064254,2,2023,7,5,1993,0,0,1,4,1,99,1,3
2023067217,1,2023,6,6,2017,0,0,1,4,1,3,1,3
2023067217,2,2023,6,6,2018,0,0,1,4,1,3,1,3
2023064422,1,2023,6,6,2020,0,0,1,4,1,3,1,3
2023064422,2,2023,6,0,0,0,0,1,4,2,99,0,3
2023007513,1,2023,7,0,0,0,0,1,4,23,99,0,3
2023007513,2,2023,7,6,2009,0,0,1,4,1,99,1,3
2023001188,1,2023,7,5,2013,0,0,1,1,1,3,1,3
2023001188,2,2023,7,6,2009,0,0,1,4,1,99,1,3
2023048847,1,2023,7,0,0,0,0,1,4,21,99,0,3
2023048847,2,2023,7,9,2023,0,0,1,4,1,3,2,3
2023064243,1,2023,7,6,2021,0,0,1,4,1,3,1,3
2023064243,2,2023,7,7,2019,0,0,1,4,1,3,1,3
2023014961,1,2023,1,6,2013,0,0,1,1,1,3,1,3
2023014961,2,2023,1,8,1997,0,0,1,4,1,99,,3
2023002740,1,2023,1,0,0,0,0,1,0,11,99,0,3
2023041708,1,2023,6,4,2016,0,0,1,4,1,3,1,3
2023048893,1,2023,7,5,2015,0,0,1,4,1,3,1,3
2023048893,2,2023,7,6,2008,0,0,1,4,1,99,,3
2023080956,1,2023,7,6,2008,0,0,1,4,1,99,,3
2023080956,2,2023,7,5,2018,0,0,1,4,1,3,1,3
2023082086,1,2023,7,7,2017,0,0,1,1,1,3,1,3
2023082086,2,2023,7,6,2020,0,0,1,4,1,3,1,3
2023023313,1,2023,7,2,2010,0,0,1,4,9,1,,3
2023023313,2,2023,7,0,2003,0,0,1,4,17,99,16,3
2023036968,1,2023,6,4,2017,0,0,1,4,1,3,1,3
2023036968,2,2023,6,6,2011,0,0,1,4,1,3,1,3
2023025569,1,2023,7,9,2011,0,0,1,4,3,3,3,3
2023029281,1,2023,7,6,2014,0,0,1,4,1,2,2,3
2023029281,2,2023,7,6,2009,0,0,1,4,1,3,1,3
2023079486,1,2023,7,6,2019,0,0,1,4,1,3,1,3
2023079486,2,2023,7,8,2011,0,0,1,4,1,99,1,3
2023024117,1,2023,7,5,2021,0,0,1,4,1,99,2,3
2023078773,1,2023,5,6,2016,0,0,1,4,1,3,1,3
2023078773,2,2023,5,5,2015,0,0,1,4,1,3,1,3
2023019444,1,2023,7,6,2021,0,0,1,4,1,3,1,3
2023019444,2,2023,7,4,2015,0,0,1,1,1,3,1,3
2023016228,1,2023,6,11,2014,0,0,1,4,24,99,6,3
2023016228,2,2023,6,0,0,0,0,1,4,17,99,0,3
2023006442,1,2023,7,0,0,0,0,1,0,17,99,0,3
2023006442,2,2023,7,6,2010,0,0,1,4,1,3,1,3
2023019651,1,2023,6,5,2008,0,0,1,4,1,3,1,3
2023019651,2,2023,6,6,2010,0,0,1,4,1,3,1,3
2023006878,1,2023,7,0,0,0,0,1,0,17,99,0,3
2023006878,2,2023,7,7,2021,0,0,1,4,1,3,1,3
2023034312,1,2023,7,6,2019,0,0,1,4,1,3,1,3
2023034312,2,2023,7,7,2016,0,0,1,4,1,99,1,3
2023022373,1,2023,5,8,2013,0,0,1,1,2,99,3,3
2023051570,1,2023,7,8,2006,0,0,1,4,1,99,,3
2023031448,1,2023,7,8,2020,0,0,1,1,1,99,1,3
2023031448,2,2023,7,12,2010,0,0,1,4,5,99,10,3
2023092794,1,2023,7,6,2020,0,0,1,1,1,3,2,3
2023092794,2,2023,7,5,2019,0,0,1,1,1,3,1,3
2023097443,1,2023,7,6,2021,0,0,1,4,1,3,1,3
2023097443,2,2023,7,6,2010,0,0,1,4,1,99,1,3
2023053926,1,2023,7,8,2014,0,0,1,4,1,5,2,3
2023053926,2,2023,7,6,2015,0,0,1,4,1,3,1,3
2023061505,1,2023,7,8,2020,0,0,1,1,1,99,2,3
2023061505,2,2023,7,8,2006,0,0,1,1,1,99,,3
2023048129,1,2023,7,0,0,0,0,1,4,21,99,0,3
2023048129,2,2023,7,6,2022,0,0,1,4,1,3,1,3
2023055920,1,2023,7,4,2013,0,0,1,1,1,2,1,3
2023012761,1,2023,7,8,2016,0,0,1,4,1,3,2,3
2023012761,2,2023,7,10,2009,0,0,1,1,1,99,2,3
2023012427,1,2023,7,9,2022,0,0,1,1,1,3,2,3
2023012427,2,2023,7,6,2020,0,0,1,1,1,3,1,3
2023032486,1,2023,7,0,0,0,0,1,1,15,99,0,3
2023032486,2,2023,7,7,2020,0,0,1,4,1,5,2,3
2023092825,1,2023,5,8,2015,0,0,1,4,1,3,2,3
2023092825,2,2023,5,0,0,0,0,1,4,23,99,0,3
2023095340,1,2023,7,6,2017,0,0,1,4,1,3,1,3
2023095340,2,2023,7,6,2016,0,0,1,4,1,99,1,3
2023095340,3,2023,7,7,2023,0,0,1,1,1,3,1,3
2023022955,1,2023,7,5,2016,0,0,1,4,1,3,1,3
2023022955,2,2023,7,5,2019,0,0,1,4,1,99,1,3
2023094542,1,2023,6,2,2021,0,0,1,4,10,1,,3
2023094542,2,2023,6,5,2017,0,0,1,4,19,1,,3
2023094542,3,2023,6,13,2016,0,0,1,4,11,51,11,3
2023067050,1,2023,7,6,2007,0,0,1,4,1,5,,3
2023067050,2,2023,7,0,0,0,0,1,0,17,99,0,3
2023051706,1,2023,7,6,2022,0,0,1,1,1,3,1,3
2023051706,2,2023,7,9,2023,0,0,1,1,1,5,2,3
2023051706,3,2023,7,6,2023,0,0,1,1,1,99,2,3
2023080713,1,2023,7,6,2006,0,0,1,4,1,3,,3
2023068265,1,2023,7,0,0,0,0,1,4,23,99,0,3
2023073216,1,2023,7,5,2022,0,0,1,4,1,3,1,3
2023073216,2,2023,7,6,2021,0,0,1,4,1,3,2,3
2023049576,1,2023,8,8,2016,0,0,1,4,1,3,2,3
2023049576,2,2023,8,9,2008,0,0,1,4,1,3,,3
2023064170,1,2023,5,6,2016,0,0,1,4,1,99,1,3
2023064170,2,2023,5,6,2016,0,0,1,4,1,3,1,3
2023024520,1,2023,7,5,2020,0,0,1,4,1,99,1,3
2023024520,2,2023,7,6,2021,0,0,1,4,1,3,2,3
2023057762,1,2023,7,13,2015,0,0,1,4,11,51,11,3
2023057762,2,2023,7,4,2020,0,0,1,4,1,3,1,3
2023032747,1,2023,7,5,2023,0,0,1,4,1,99,2,3
2023032747,2,2023,7,6,2015,0,0,1,4,1,99,1,3
2023072042,1,2023,4,0,0,0,0,1,0,17,99,0,3
2023072042,2,2023,4,0,2022,0,0,1,4,11,35,11,3
2023048154,1,2023,7,6,2017,0,0,1,4,1,99,2,3
2023048154,2,2023,7,6,2015,0,0,1,4,1,3,1,3
2023000117,1,2023,8,9,2015,0,0,1,4,3,3,2,3
2023000117,2,2023,8,6,2009,0,0,1,4,1,3,1,3
2023089577,1,2023,8,9,2018,2211,0,1,4,3,3,2,3
2023044254,1,2023,7,0,0,0,0,1,0,8,99,0,3
2023083984,1,2023,8,6,2019,0,0,1,4,12,3,2,3
2023083984,2,2023,8,6,2018,0,0,1,4,1,3,1,3
2023083984,3,2023,8,0,2021,0,0,1,4,1,3,2,3
2023097115,1,2023,7,8,2016,0,0,1,4,1,3,2,3
2023097115,2,2023,7,0,0,0,0,1,0,17,99,0,3
2023007717,1,2023,7,7,2007,0,0,1,4,2,3,2,3
2023007717,2,2023,7,13,2017,0,0,1,1,11,35,11,3
2023096120,1,2023,7,8,2014,0,0,1,4,1,99,1,3
2023001389,1,2023,7,5,2016,0,0,1,4,1,3,1,3
2023001389,2,2023,7,8,2015,0,0,1,4,1,3,2,3
2023057457,1,2023,5,4,2016,0,0,1,4,1,2,1,3
2023057457,2,2023,5,6,2015,0,0,1,1,1,3,1,3
2023087932,1,2023,7,5,2022,0,0,1,4,1,99,1,3
2023087932,2,2023,7,7,2010,0,0,1,4,1,3,1,3
2023087932,3,2023,7,5,2011,0,0,1,4,1,3,1,3
2023034872,1,2023,7,10,2012,0,0,1,4,1,3,2,3
2023034872,2,2023,7,0,0,0,0,1,0,17,99,0,3
2023042076,1,2023,2,9,2012,0,0,1,1,3,3,2,3
2023042076,2,2023,2,13,2017,0,0,1,4,6,99,14,3
2023021583,1,2023,8,9,2008,0,0,1,1,1,5,2,3
2023021583,2,2023,8,5,2006,0,0,1,4,1,3,1,3
2023070388,1,2023,7,6,2010,0,0,1,1,1,99,1,3
2023070388,2,2023,7,5,2015,0,0,1,4,1,3,1,3
2023055642,1,2023,8,6,2014,1350,0,1,2,1,3,1,3
2023055642,2,2023,8,4,2020,2211,0,1,2,14,99,1,3
2023094460,1,2023,8,6,2020,0,0,1,4,1,3,1,3
2023094460,2,2023,8,8,2015,0,0,1,4,1,99,2,3
2023008994,1,2023,7,0,2023,0,0,1,4,1,3,2,3
2023058532,1,2023,7,6,2011,0,0,1,4,1,3,1,3
2023058532,2,2023,7,6,2016,0,0,1,1,1,3,2,3
2023058532,3,2023,7,6,2013,0,0,1,4,1,5,2,3
2023028172,1,2023,7,0,0,0,0,1,1,21,99,0,3
2023028172,2,2023,7,9,2017,0,0,1,4,12,3,2,3
2023037840,1,2023,8,6,2012,0,0,1,4,1,3,1,3
2023037840,2,2023,8,0,0,0,0,1,4,17,99,0,3
2023061358,1,2023,8,6,2008,0,0,1,4,1,3,,3
2023061358,2,2023,8,5,2022,0,0,1,1,1,3,1,3
2023098507,1,2023,7,6,2013,0,0,1,4,1,3,1,3
2023087211,1,2023,7,6,2022,0,0,1,2,1,3,1,3
2023087211,2,2023,7,6,2015,0,0,1,2,1,99,1,3
2023063911,1,2023,7,9,2012,0,0,1,1,1,3,2,3
2023092797,1,2023,8,0,0,0,0,1,2,23,99,0,3
2023092797,2,2023,8,6,2008,0,0,1,4,1,5,,3
2023036718,1,2023,6,8,2020,0,0,1,1,1,99,3,3
2023036718,2,2023,6,6,2016,0,0,1,4,1,3,2,3
2023091526,1,2023,8,7,2021,0,0,1,2,1,3,1,3
2023091526,2,2023,8,8,2008,0,0,1,4,1,99,,3
2023014781,1,2023,5,7,2018,0,0,1,4,1,3,1,3
2023098437,1,2023,8,0,0,0,0,1,4,17,99,0,3
2023098437,2,2023,8,5,2020,0,0,1,4,1,99,1,3
2023044957,1,2023,8,8,2016,0,0,1,4,1,3,2,3
2023007983,1,2023,5,6,2013,0,0,1,4,1,3,1,3
2023007983,2,2023,5,4,2022,0,0,1,4,1,3,1,3
2023005444,1,2023,7,12,2020,0,0,1,1,11,40,11,3
2023005444,2,2023,7,8,2008,0,0,1,1,1,99,,3
2023022254,1,2023,8,6,2023,0,0,1,4,1,3,1,3
2023022254,2,2023,8,6,2010,0,0,1,2,1,99,1,3
2023070524,1,2023,7,2,2021,0,0,1,4,9,1,,3
2023070524,2,2023,7,4,2023,0,0,1,4,1,3,1,3
2023045811,1,2023,8,5,2017,0,0,1,1,19,1,,3
2023045811,2,2023,8,4,2020,0,0,1,4,1,3,1,3
2023057854,1,2023,8,6,2012,0,0,1,4,1,3,1,3
2023057854,2,2023,8,6,2012,0,0,1,1,1,3,1,3
2023057854,3,2023,8,6,2012,0,0,1,4,1,3,2,3
2023047352,1,2023,7,6,2007,0,0,1,1,1,99,,3
2023047352,2,2023,7,8,2016,0,0,1,4,1,3,2,3
2023070665,1,2023,5,12,2014,0,0,1,4,11,34,11,3
2023032165,1,2023,7,6,2013,0,0,1,4,1,3,1,3
2023039207,1,2023,7,0,0,0,0,1,0,15,99,0,3
2023039207,2,2023,7,0,0,0,0,1,4,17,99,0,3
2023034662,1,2023,6,7,2019,0,0,1,4,1,3,1,3
2023034662,2,2023,6,4,2015,0,0,1,4,1,99,1,3
2023032384,1,2023,7,7,2022,0,0,1,1,12,3,1,3
2023083667,1,2023,6,5,2018,0,0,1,4,1,3,1,3
2023083667,2,2023,6,6,2021,0,0,1,4,1,3,1,3
2023056985,1,2023,7,6,2014,0,0,1,1,1,3,1,3
2023056985,2,2023,7,6,2010,0,0,1,4,1,3,1,3
2023019384,1,2023,8,7,2011,0,0,1,4,1,3,2,3
2023019384,2,2023,8,3,2017,0,0,1,4,10,1,,3
2023073101,1,2023,7,6,2013,0,0,1,1,1,99,1,3
2023073101,2,2023,7,8,2015,0,0,1,4,1,99,2,3
2023036249,1,2023,6,12,2016,0,0,1,4,11,37,11,3
2023055776,1,2023,3,0,0,0,0,1,4,17,99,0,3
2023002110,1,2023,7,6,2010,0,0,1,4,1,3,1,3
2023002110,2,2023,7,4,2021,0,0,1,4,1,3,1,3
2023065699,1,2023,5,6,2011,0,0,1,4,1,3,1,3
2023065699,2,2023,5,2,2016,0,0,1,4,10,1,1,3
2023083643,1,2023,8,8,2023,0,0,1,1,12,3,2,3
2023083643,2,2023,8,9,2016,0,0,1,1,1,3,2,3
2023070847,1,2023,7,7,2020,0,0,1,4,1,3,1,3
2023070847,2,2023,7,0,0,0,0,1,4,1,99,0,3
2023070847,3,2023,7,0,0,0,0,1,4,15,99,0,3
2023001190,1,2023,8,2,2021,0,0,1,4,9,1,,3
2023042021,1,2023,8,4,2015,0,0,1,4,1,3,1,3
2023042021,2,2023,8,2,2008,0,0,1,1,10,1,,3
2023070523,1,2023,7,7,2022,0,0,1,4,1,3,1,3
2023088163,1,2023,8,6,2021,0,0,1,1,1,3,2,3
2023088163,2,2023,8,5,2012,0,0,1,4,1,3,1,3
2023001271,1,2023,7,12,2021,0,0,1,4,11,39,13,3
2023018367,1,2023,8,0,0,0,0,1,4,17,99,0,3
2023038520,1,2023,7,13,2022,0,0,1,1,11,47,13,3
2023038520,2,2023,7,4,2016,0,0,1,4,14,99,1,3
2023041465,1,2023,7,9,2005,0,0,1,4,1,3,,3
2023041465,2,2023,7,6,2015,0,0,1,1,1,3,1,3
2023028884,1,2023,8,11,2022,0,0,1,4,24,99,6,3
2023028884,2,2023,8,0,2022,0,0,1,1,1,3,2,3
2023082372,1,2023,6,5,2022,0,0,1,2,1,3,1,3
2023082372,2,2023,6,6,2020,0,0,1,2,1,3,1,3
2023051754,1,2023,7,9,2011,0,0,1,4,3,3,2,3
2023051754,2,2023,7,6,2011,0,0,1,4,2,3,1,3
2023079567,1,2023,7,4,2018,0,0,1,1,1,3,1,3
2023079567,2,2023,7,0,0,0,0,1,1,17,99,0,3
2023093756,1,2023,7,6,2014,0,0,1,4,1,3,1,3
2023093756,2,2023,7,0,0,0,0,1,4,17,99,0,3
2023036156,1,2023,7,3,2022,0,0,1,4,19,1,1,3
2023036156,2,2023,7,0,0,0,0,1,4,1,99,0,3
2023047853,1,2023,8,4,2020,0,0,1,4,1,3,1,3
2023047853,2,2023,8,5,2014,0,0,1,4,1,3,1,3
2023094068,1,2023,8,6,2014,0,0,1,4,1,3,1,3
2023094068,2,2023,8,6,2019,0,0,1,4,1,99,2,3
2023048639,1,2023,7,12,2020,0,0,1,4,25,99,8,3
2023048639,2,2023,7,7,2014,0,0,1,4,1,3,1,3
2023014326,1,2023,4,12,2022,0,0,1,4,11,36,12,3
2023096067,1,2023,7,7,2020,0,0,1,4,1,3,1,3
2023096067,2,2023,7,5,2002,0,0,1,4,1,99,1,3
2023027582,1,2023,7,6,2018,0,0,1,4,1,3,1,3
2023027582,2,2023,7,12,2017,0,0,1,4,11,51,11,3
2023037401,1,2023,7,5,2016,0,0,1,1,1,3,1,3
2023037401,2,2023,7,6,2015,0,0,1,4,1,99,1,3
2023026296,1,2023,5,7,2016,0,0,1,4,1,3,2,3
2023043867,1,2023,7,8,2018,0,0,1,2,1,3,1,3
2023043867,2,2023,7,6,2016,0,0,1,1,1,3,1,3
2023047980,1,2023,7,6,2011,0,0,1,4,1,99,2,3
2023008372,1,2023,7,9,2011,0,0,1,4,24,99,3,3
2023008372,2,2023,7,4,2016,0,0,1,4,1,3,1,3
2023054068,1,2023,8,8,2018,0,0,1,4,1,3,2,3
2023054068,2,2023,8,6,2012,0,0,1,4,1,3,1,3
2023054068,3,2023,8,8,2013,0,0,1,4,1,99,1,3
2023054068,4,2023,8,6,2017,0,0,1,4,1,3,2,3
2023078839,1,2023,6,4,2019,0,0,1,4,1,3,1,3
2023078839,2,2023,6,0,0,0,0,1,0,17,99,0,3
2023034829,1,2023,7,3,2023,0,0,1,4,10,1,,3
2023034829,2,2023,7,6,2022,0,0,1,4,1,3,1,3
2023046707,1,2023,7,8,2008,0,0,1,4,1,5,2,3
2023041920,1,2023,5,4,2017,0,0,1,1,19,1,,3
2023078692,1,2023,8,6,2016,0,0,1,4,1,3,1,3
2023078692,2,2023,8,7,2021,0,0,1,4,1,3,1,3
2023010106,1,2023,8,8,2013,0,0,1,4,1,99,2,3
2023010106,2,2023,8,7,2013,0,0,1,4,1,3,1,3
2023013769,1,2023,7,6,2020,0,0,1,4,1,3,1,3
2023013769,2,2023,7,6,2015,0,0,1,1,1,99,1,3
2023008889,1,2023,8,6,2014,0,0,1,1,1,99,1,3
2023008889,2,2023,8,3,2022,0,0,1,4,10,1,,3
2023047600,1,2023,7,0,0,0,0,1,1,17,99,0,3
2023047600,2,2023,7,0,0,0,0,1,0,17,99,0,3
2023047984,1,2023,7,8,2009,0,0,1,4,1,99,,3
2023090623,1,2023,8,6,2020,0,0,1,4,1,3,1,3
2023090623,2,2023,8,0,0,0,0,1,4,17,99,0,3
2023064329,1,2023,8,8,2003,0,0,1,4,1,99,,3
2023064329,2,2023,8,6,2018,0,0,1,4,1,5,2,3
2023082470,1,2023,5,6,2009,0,0,1,1,1,3,1,3
2023082470,2,2023,5,6,2015,0,0,1,1,1,3,1,3
2023054791,1,2023,6,5,2015,0,0,1,4,1,3,1,3
2023054791,2,2023,6,0,2022,0,0,1,4,1,3,2,3
2023021785,1,2023,7,6,2016,0,0,1,4,1,99,1,3
2023036460,1,2023,7,6,2012,0,0,1,4,1,3,1,3
2023009359,1,2023,8,12,2021,0,0,1,4,24,3,5,3
2023009359,2,2023,8,2,2017,0,0,1,4,10,1,,3
2023078427,1,2023,8,6,2005,0,0,1,4,1,99,,3
2023015951,1,2023,8,6,2022,0,0,1,4,1,3,1,3
2023015951,2,2023,8,0,0,0,0,1,4,21,99,0,3
2023057013,1,2023,8,0,0,0,0,1,4,15,99,0,3
2023057013,2,2023,8,6,2008,0,0,1,4,1,3,1,3
2023019232,1,2023,8,9,2001,0,0,1,4,1,99,,3
2023019232,2,2023,8,7,2016,0,0,1,4,1,3,1,3
2023019232,3,2023,8,5,2022,0,0,1,4,1,3,1,3
2023019232,4,2023,8,6,2016,0,0,1,1,1,3,1,3
2023033579,1,2023,8,12,2019,0,0,1,4,11,36,11,3
2023050966,1,2023,8,13,2020,0,0,1,4,6,99,14,3
2023050966,2,2023,8,5,2022,0,0,1,4,1,3,1,3
2023024734,1,2023,8,4,2020,0,0,1,4,1,3,1,3
2023024734,2,2023,8,6,2003,0,0,1,4,1,99,,3
2023040312,1,2023,7,1,2020,0,0,1,4,8,99,1,3
2023077180,1,2023,3,2,2014,0,0,1,4,9,1,1,3
2023012702,1,2023,6,4,2023,0,0,1,4,1,3,1,3
2023012702,2,2023,6,12,2014,0,0,1,4,24,3,5,3
2023040390,1,2023,2,5,2016,0,0,1,4,1,99,1,3
2023040390,2,2023,2,9,2022,0,0,1,4,1,5,2,3
2023095742,1,2023,4,7,2012,0,0,1,4,1,99,1,3
2023095742,2,2023,4,10,2020,0,0,1,4,1,3,2,3
2023001625,1,2023,8,8,2020,0,0,1,4,24,99,4,3
2023001625,2,2023,8,8,2005,0,0,1,4,1,99,,3
2023048134,1,2023,8,12,2022,0,0,1,4,11,51,12,3
2023067398,1,2023,4,4,2023,0,0,1,4,19,1,,3
2023047254,1,2023,6,8,2022,0,0,1,4,1,3,1,3
2023021881,1,2023,8,9,2019,0,0,1,4,1,3,2,3
2023093983,1,2023,8,6,2023,0,0,1,4,1,3,2,3
2023093983,2,2023,8,7,2022,0,0,1,4,1,3,1,3
2023093983,3,2023,8,6,2019,0,0,1,4,1,3,1,3
2023067017,1,2023,8,9,2020,0,0,1,4,1,99,2,3
2023079524,1,2023,8,4,2020,0,0,1,4,1,3,1,3
2023079524,2,2023,8,0,2021,0,0,1,4,1,3,2,3
2023014390,1,2023,8,6,2017,0,0,1,4,1,3,1,3
2023014390,2,2023,8,7,2014,0,0,1,4,1,99,1,3
2023062695,1,2023,7,8,2010,0,0,1,4,1,5,2,3
2023062695,2,2023,7,4,2019,0,0,1,4,19,99,1,3
